ward_id,ward_name,month,load_index,peak_load_mw,outage_frequency,power_quality_index,transformer_utilization_pct,renewable_share_pct,stress_level
11,Banashankari,2023-03,87,119.7,4.22,40,90.3,34.9,High
11,Banashankari,2023-04,52,80.5,2.24,61.6,49.2,29.3,Medium
11,Banashankari,2023-05,48,73.2,3.18,70.2,50.3,39.1,Medium
11,Banashankari,2023-06,81,117.5,4.03,40,80.8,10.8,High
11,Banashankari,2023-07,43,76.3,2.38,75.9,34.9,42.4,Medium
11,Banashankari,2023-08,46,75.9,2.67,67.2,33.1,33.2,Medium
11,Banashankari,2023-09,79,113.9,3.82,40,64,30.1,High
11,Banashankari,2023-10,73,103.8,3.58,40,78.2,15.4,High
11,Banashankari,2023-11,84,121.5,4.9,40,88.4,39,High
11,Banashankari,2023-12,47,77.1,2.11,54.1,54.8,14.4,Medium
11,Banashankari,2024-01,78,117.5,4.16,40.9,79.9,44.7,High
11,Banashankari,2024-02,90,125.4,4.17,40,96.7,23,High
11,Banashankari,2024-03,94,136.7,4.59,40,90.1,26.3,High
11,Banashankari,2024-04,94,134.5,4.79,40,85.8,48.1,High
11,Banashankari,2024-05,79,117,4.89,43.9,95.5,45,High
11,Banashankari,2024-06,45,71.2,2.59,79.6,46.2,46.6,Medium
11,Banashankari,2024-07,75,109.2,3.95,40,81.4,15.2,High
11,Banashankari,2024-08,77,110.8,3.91,40,79.2,28,High
11,Banashankari,2024-09,85,126.5,4.27,40,84.8,22.5,High
11,Banashankari,2024-10,49,78.4,2.86,51.4,52.7,10.8,Medium
11,Banashankari,2024-11,63,96.7,2.59,59.1,62.3,43.8,Medium
11,Banashankari,2024-12,75,105.4,3.77,40,65.6,22.5,High
12,Malleshwaram,2022-01,64,97.2,3.53,40,61.3,16.2,Medium
12,Malleshwaram,2022-02,62,95.4,3.2,46.2,64.4,25.9,Medium
12,Malleshwaram,2022-03,69,103.2,3.29,43.1,67.3,34.2,Medium
12,Malleshwaram,2022-04,67,97.3,2.69,40,65,12.2,Medium
12,Malleshwaram,2022-05,79,118.3,4.01,41.4,74.1,39.7,High
12,Malleshwaram,2022-06,63,94.2,2.85,50.9,57,27.5,Medium
12,Malleshwaram,2022-07,75,107.9,3.86,46.1,81.4,44.4,High
12,Malleshwaram,2022-08,46,77.5,2.3,75.8,51.3,44.1,Medium
12,Malleshwaram,2022-09,42,70.5,2.12,64.4,51,19.4,Medium
12,Malleshwaram,2022-10,58,88.5,2.49,65.9,60.6,49.1,Medium
12,Malleshwaram,2022-11,87,128.8,4.65,40,89.6,13.3,High
12,Malleshwaram,2022-12,75,110.1,3.93,40.4,73.9,35,High
12,Malleshwaram,2023-01,71,105,3.78,44,68.2,31.5,High
12,Malleshwaram,2023-02,52,78.8,2.56,58.7,54.3,26.8,Medium
12,Malleshwaram,2023-03,85,124.4,3.8,40,90.2,39.9,High
12,Malleshwaram,2023-04,100,139.4,5.13,40,94.7,37.1,High
12,Malleshwaram,2023-05,80,124.1,4.05,40,85.5,14.8,High
12,Malleshwaram,2023-06,63,93.6,2.56,56.3,66.6,45.4,Medium
12,Malleshwaram,2023-07,79,110.3,3.91,40,71,8.5,High
12,Malleshwaram,2023-08,87,127.8,4.45,40,93.4,26.9,High
12,Malleshwaram,2023-09,30,61,0.87,75.7,30,26.9,Low
12,Malleshwaram,2023-10,95,133.2,4.31,40,101.2,14.3,High
12,Malleshwaram,2023-11,72,103.4,3.93,50.1,76.3,47.4,High
12,Malleshwaram,2023-12,69,100.4,3.23,40,74,15.4,Medium
12,Malleshwaram,2024-01,28,54.5,1.48,93.1,30,47.8,Low
12,Malleshwaram,2024-02,37,63.2,1.1,78,39.1,35.7,Low
12,Malleshwaram,2024-03,100,139.3,4.82,40,103.2,15.2,High
12,Malleshwaram,2024-04,81,117.5,4.9,40,71.4,17.7,High
12,Malleshwaram,2024-05,100,142.2,4.46,40,97.3,35.6,High
12,Malleshwaram,2024-06,44,69.6,2.09,68.5,42.9,27.9,Medium
12,Malleshwaram,2024-07,64,98.4,2.87,52.4,60,39.5,Medium
12,Malleshwaram,2024-08,68,101.7,4.22,40,69.9,16.3,Medium
12,Malleshwaram,2024-09,78,114.8,3.66,40,76.7,35.7,High
12,Malleshwaram,2024-10,90,130.9,5.06,40,69.1,31.4,High
12,Malleshwaram,2024-11,79,109.7,3.59,40,82.3,23,High
12,Malleshwaram,2024-12,54,80.1,2.98,64.2,50.3,41.2,Medium
13,Koramangala,2022-01,45,70.2,0.92,70.7,68.7,33.8,Medium
13,Koramangala,2022-02,47,75.1,1.24,71.4,64.3,31.7,Medium
13,Koramangala,2022-03,53,80.2,1.25,68.8,68,28.5,Medium
13,Koramangala,2022-04,50,75.3,1.99,70.2,76.3,26.7,Medium
13,Koramangala,2022-05,47,69,1.59,67.3,64.7,27,Medium
13,Koramangala,2022-06,51,76,1.2,68.9,81.2,32.7,Medium
13,Koramangala,2022-07,46,67.4,1.44,67.7,58.6,31.6,Medium
13,Koramangala,2022-08,45,70.8,1.33,71.4,71.5,24.8,Medium
13,Koramangala,2022-09,47,67.2,1.69,68.9,66.6,31.5,Medium
13,Koramangala,2022-10,46,69.3,1.36,68.8,62.3,29.4,Medium
13,Koramangala,2022-11,43,66.9,1.39,69.6,54.9,33.7,Medium
13,Koramangala,2022-12,56,84,1.23,66.5,63,30.2,Medium
13,Koramangala,2023-01,51,77.4,1.18,71,64.5,22.1,Medium
13,Koramangala,2023-02,47,73.1,1.65,71.1,66.9,29.3,Medium
13,Koramangala,2023-03,55,82.6,1.83,64.8,70.9,32.1,Medium
13,Koramangala,2023-04,51,79.3,2.06,68,73.3,29.6,Medium
13,Koramangala,2023-05,60,85.3,1.49,61.9,83.3,32.9,Medium
13,Koramangala,2023-06,49,76.4,1.43,70,70,30.3,Medium
13,Koramangala,2023-07,45,66.3,1.18,75.4,68.1,34.6,Medium
13,Koramangala,2023-08,42,64.8,1.27,70.4,70.5,28.3,Medium
13,Koramangala,2023-09,46,71.6,1.34,71.7,66.1,28.5,Medium
13,Koramangala,2023-10,51,77,1.69,68.6,77.3,32.2,Medium
13,Koramangala,2023-11,47,69.4,1.28,69.1,68.4,27.8,Medium
13,Koramangala,2023-12,44,68,1.27,70,72.2,30.6,Medium
13,Koramangala,2024-01,46,69.7,1.29,71.7,71.2,27.6,Medium
13,Koramangala,2024-02,56,81.3,1.88,60.4,76.6,30.5,Medium
13,Koramangala,2024-03,50,75.6,1.76,69.8,72.2,32.5,Medium
13,Koramangala,2024-04,47,71.2,1.59,68.9,62.7,27.6,Medium
13,Koramangala,2024-05,55,81.8,1.46,64.9,79.5,35.8,Medium
13,Koramangala,2024-06,51,71.8,1.65,68.2,69.9,34.8,Medium
13,Koramangala,2024-07,52,76.8,1.19,73.1,80.3,32.2,Medium
13,Koramangala,2024-08,45,67.2,1.7,75.3,67,27.5,Medium
13,Koramangala,2024-09,49,72.1,0.52,69.9,72.3,28.6,Medium
13,Koramangala,2024-10,52,82.5,1.42,67.6,74.6,31.9,Medium
13,Koramangala,2024-11,48,70.6,1.22,68.3,78,34.1,Medium
13,Koramangala,2024-12,48,70.8,1.22,72.7,74.6,31,Medium
14,HSR Layout,2022-01,41,71.7,1.34,73.1,67.8,36.8,Low
14,HSR Layout,2022-02,38,63.9,1.01,75.7,67.8,43.8,Low
14,HSR Layout,2022-03,48,69.5,1.46,66.4,69.8,39.1,Medium
14,HSR Layout,2022-04,43,68.9,1.58,71.1,60.8,43,Medium
14,HSR Layout,2022-05,47,68.2,1.39,68.3,72.7,44.4,Medium
14,HSR Layout,2022-06,42,63.9,1.49,71.3,66.9,38.1,Medium
14,HSR Layout,2022-07,42,67.1,1.52,71.4,64.3,38.2,Medium
14,HSR Layout,2022-08,32,53,0.63,77.6,55.8,42.2,Low
14,HSR Layout,2022-09,42,62.3,1.34,72.2,68.9,37.9,Low
14,HSR Layout,2022-10,45,70.4,1.38,68.2,67.4,42.4,Medium
14,HSR Layout,2022-11,36,59.3,0.95,73.3,56.4,45.3,Low
14,HSR Layout,2022-12,38,63.6,1.24,76,66.2,41.1,Low
14,HSR Layout,2023-01,41,63.7,0.7,73.9,53.9,36.1,Low
14,HSR Layout,2023-02,40,64.5,0.86,78.1,65.9,39.7,Low
14,HSR Layout,2023-03,48,69,1.21,67.1,70.8,42.1,Medium
14,HSR Layout,2023-04,49,73.9,1.66,70.5,63,38.5,Medium
14,HSR Layout,2023-05,48,73.5,1.55,69,70.1,38.5,Medium
14,HSR Layout,2023-06,38,61.9,1.25,74.9,62.1,39.1,Low
14,HSR Layout,2023-07,37,59.5,1.12,73.2,68.3,40.9,Low
14,HSR Layout,2023-08,49,70.4,1,68.6,74.9,42,Medium
14,HSR Layout,2023-09,43,68.5,1.6,72.2,64.1,37.9,Medium
14,HSR Layout,2023-10,46,67.4,1.81,72.7,63.8,37.5,Medium
14,HSR Layout,2023-11,40,64.2,1.08,71.4,69.3,39.6,Low
14,HSR Layout,2023-12,41,69.1,1.37,73.8,66.8,32.6,Low
14,HSR Layout,2024-01,42,66.3,1.56,74.9,76.1,42.3,Low
14,HSR Layout,2024-02,39,60.9,0.84,74.9,64.6,38.3,Low
14,HSR Layout,2024-03,39,66.1,1.34,73.6,69.6,39.3,Low
14,HSR Layout,2024-04,47,68.9,1.72,67.1,70.7,43.4,Medium
14,HSR Layout,2024-05,51,83.4,2.15,70,76.6,35.5,Medium
14,HSR Layout,2024-06,43,66.6,1.2,72,66.9,38.2,Low
14,HSR Layout,2024-07,42,67.5,1.34,73.9,70.2,43.9,Low
14,HSR Layout,2024-08,34,56.9,1.05,76.2,57.8,41.2,Low
14,HSR Layout,2024-09,32,53.4,0.76,81.7,63.7,42.9,Low
14,HSR Layout,2024-10,38,61.5,0.65,71.7,61.2,39.5,Low
14,HSR Layout,2024-11,36,58,0.7,72.4,63.3,40,Low
14,HSR Layout,2024-12,33,58,0.74,81.2,53.1,34.9,Low
15,Marathahalli,2022-01,20,35.9,0.69,84.8,47.4,26,Low
15,Marathahalli,2022-02,29,50.6,1.11,79.9,58.7,31.3,Low
15,Marathahalli,2022-03,28,49.5,1.51,80.5,54.1,30.2,Low
15,Marathahalli,2022-04,26,49.4,0.94,81.4,52.4,35.8,Low
15,Marathahalli,2022-05,28,53.9,1.35,78.5,49.1,33.3,Low
15,Marathahalli,2022-06,27,47.5,0.28,81.2,51,33.6,Low
15,Marathahalli,2022-07,17,39.3,0.82,88.7,39.2,33,Low
15,Marathahalli,2022-08,24,47.1,0.85,80.2,56.9,33.9,Low
15,Marathahalli,2022-09,13,28.4,0.49,92,41.2,35.2,Low
15,Marathahalli,2022-10,17,39.5,0.99,90.7,55.7,32.7,Low
15,Marathahalli,2022-11,24,47,0.7,81.2,45.9,33.5,Low
15,Marathahalli,2022-12,25,47,1.02,77,53.7,35.5,Low
15,Marathahalli,2023-01,23,49,0.96,83.8,51.6,33.4,Low
15,Marathahalli,2023-02,31,49.4,1.38,82.4,59.5,30.1,Low
15,Marathahalli,2023-03,34,58.9,1.51,79.1,66.7,35.3,Low
15,Marathahalli,2023-04,31,57.1,1.75,78.9,51.6,36.5,Low
15,Marathahalli,2023-05,30,53.5,1.28,77.4,59.9,30.4,Low
15,Marathahalli,2023-06,25,47.5,0.97,85.2,41.7,32,Low
15,Marathahalli,2023-07,24,46.3,0.41,83.3,54.1,27.8,Low
15,Marathahalli,2023-08,26,55,0.86,81.8,54.7,28.6,Low
15,Marathahalli,2023-09,20,40.7,0.45,81.8,51.4,27.2,Low
15,Marathahalli,2023-10,23,44.5,0.24,87.1,51.5,31.3,Low
15,Marathahalli,2023-11,18,35.6,0.54,85,42,31.3,Low
15,Marathahalli,2023-12,33,57.8,1.19,76.9,59,34.1,Low
15,Marathahalli,2024-01,19,41.5,1.06,85.5,50.5,32.9,Low
15,Marathahalli,2024-02,27,54.7,1.05,81.3,56.1,25.4,Low
15,Marathahalli,2024-03,29,54.3,0.99,77.3,46.9,29.6,Low
15,Marathahalli,2024-04,31,56.2,0.77,79.6,51.1,31.7,Low
15,Marathahalli,2024-05,26,47.2,0.76,84,47,29.1,Low
15,Marathahalli,2024-06,29,53,1.21,81.4,54.9,35.6,Low
15,Marathahalli,2024-07,30,49.5,1.01,79.8,64.9,34.5,Low
15,Marathahalli,2024-08,20,43.7,0.6,82.5,47.6,25.3,Low
15,Marathahalli,2024-09,24,49.9,0.48,81,49.4,29.5,Low
15,Marathahalli,2024-10,21,44.4,0.57,82.3,53.4,30.7,Low
15,Marathahalli,2024-11,29,54.7,1.26,78.9,53.6,26.1,Low
15,Marathahalli,2024-12,23,46.2,0.53,83.5,55.8,31.5,Low
16,Bellandur,2022-01,30,51.5,0.97,78.1,55.8,45.7,Low
16,Bellandur,2022-02,29,51.4,0.85,80.2,50.4,51.3,Low
16,Bellandur,2022-03,37,62,1.51,75.8,58.4,46.9,Low
16,Bellandur,2022-04,35,54.3,1.49,77,51.7,50.2,Low
16,Bellandur,2022-05,35,56.9,1.84,76,63.1,53,Low
16,Bellandur,2022-06,34,57,0.63,79.8,56.4,49.6,Low
16,Bellandur,2022-07,21,40.2,0.59,83.5,55.4,49.6,Low
16,Bellandur,2022-08,34,57.1,0.54,77.1,60.3,50,Low
16,Bellandur,2022-09,28,47.7,1.01,81.3,58.4,55,Low
16,Bellandur,2022-10,28,50.2,0.91,80.2,57.7,48.1,Low
16,Bellandur,2022-11,30,52.8,1.06,77.5,70.6,47.4,Low
16,Bellandur,2022-12,31,52.9,0.96,75.1,63.5,52.7,Low
16,Bellandur,2023-01,26,43.1,0.82,83.1,59.4,46.9,Low
16,Bellandur,2023-02,27,46.9,1.03,80.4,55.2,43.5,Low
16,Bellandur,2023-03,31,59.2,1.15,75.7,60,50,Low
16,Bellandur,2023-04,37,62.8,0.95,77.1,63.5,49.3,Low
16,Bellandur,2023-05,32,53.7,1.33,80.7,58.4,43.6,Low
16,Bellandur,2023-06,35,53.8,0.92,76.7,52.1,51.3,Low
16,Bellandur,2023-07,28,54.3,1.15,79.7,55.6,51,Low
16,Bellandur,2023-08,30,57.3,0.66,81.1,54.9,47.7,Low
16,Bellandur,2023-09,27,48.5,0.79,82.5,54.5,48.4,Low
16,Bellandur,2023-10,29,53.4,0.86,79.9,60.8,47.2,Low
16,Bellandur,2023-11,25,45.6,0.86,83.6,48.1,46.7,Low
16,Bellandur,2023-12,25,51.8,0.83,83.4,43.5,50.5,Low
16,Bellandur,2024-01,20,39.2,0.68,86.5,53.2,48.7,Low
16,Bellandur,2024-02,31,55.3,1.11,77.5,54.6,49,Low
16,Bellandur,2024-03,30,55,1.2,78.7,49.5,44.8,Low
16,Bellandur,2024-04,38,58.3,1.5,77,56,52.5,Low
16,Bellandur,2024-05,32,58,1.07,78.7,54.8,49.4,Low
16,Bellandur,2024-06,25,46.4,0.82,83.3,46.3,48.4,Low
16,Bellandur,2024-07,29,51.4,0.88,82.8,55.2,53.1,Low
16,Bellandur,2024-08,31,57.4,1.22,79.8,53.2,51.9,Low
16,Bellandur,2024-09,31,55.5,1.35,77.8,56.4,45,Low
16,Bellandur,2024-10,24,44.9,1.06,79.7,60.8,47.5,Low
16,Bellandur,2024-11,27,52.3,0.79,82.7,52.2,50.9,Low
16,Bellandur,2024-12,31,54.6,0.8,78.3,46.1,53.4,Low
17,Sarjapur Road,2022-01,37,64.1,1.34,72.9,64.2,53.5,Low
17,Sarjapur Road,2022-02,37,58.5,1.11,75.1,66.5,54,Low
17,Sarjapur Road,2022-03,45,68.7,1.81,71.1,71.3,50.6,Medium
17,Sarjapur Road,2022-04,39,59,1.41,73.7,64.7,52.1,Low
17,Sarjapur Road,2022-05,36,56.4,1.2,79,64.7,50.5,Low
17,Sarjapur Road,2022-06,42,64.9,1.16,75.5,59.4,50.3,Low
17,Sarjapur Road,2022-07,29,49.6,0.69,78,56.1,57.8,Low
17,Sarjapur Road,2022-08,27,45.6,0.93,79.2,47.8,46.6,Low
17,Sarjapur Road,2022-09,32,57.8,1.45,78.3,54.4,46.4,Low
17,Sarjapur Road,2022-10,35,63.4,1.06,74.1,64.5,49.1,Low
17,Sarjapur Road,2022-11,33,54.5,0.46,78.5,60.5,48.8,Low
17,Sarjapur Road,2022-12,36,58.6,0.88,75.6,54.3,48.9,Low
17,Sarjapur Road,2023-01,23,47.3,0.76,80.4,50.8,48.8,Low
17,Sarjapur Road,2023-02,38,63,1.01,77.5,60.9,53.6,Low
17,Sarjapur Road,2023-03,36,59.1,1.5,75.6,59,46.5,Low
17,Sarjapur Road,2023-04,42,66.4,1.66,73.4,62.2,44.8,Medium
17,Sarjapur Road,2023-05,41,66.6,1.79,75.7,70.4,48.3,Low
17,Sarjapur Road,2023-06,30,53.7,0.74,80.1,57.6,46.8,Low
17,Sarjapur Road,2023-07,34,55.7,0.96,79.7,67.7,51.9,Low
17,Sarjapur Road,2023-08,33,52.9,0.99,76.4,59.5,50.7,Low
17,Sarjapur Road,2023-09,32,53.3,0.93,77,51.3,53.2,Low
17,Sarjapur Road,2023-10,35,62.3,1.01,79.1,59.8,47.9,Low
17,Sarjapur Road,2023-11,33,57.3,0.9,80.5,65.2,52.8,Low
17,Sarjapur Road,2023-12,23,44.3,0.86,81.8,54.4,56.1,Low
17,Sarjapur Road,2024-01,38,66.3,1.27,74.6,63.3,51.7,Low
17,Sarjapur Road,2024-02,36,60.3,0.58,78.4,49.6,51,Low
17,Sarjapur Road,2024-03,45,70.6,2.02,71.7,66.7,47.9,Medium
17,Sarjapur Road,2024-04,39,62.2,1.81,73.5,74.6,51.3,Low
17,Sarjapur Road,2024-05,37,59.7,0.89,76.6,68.5,50.3,Low
17,Sarjapur Road,2024-06,36,60.2,1.22,76.6,65.9,47.8,Low
17,Sarjapur Road,2024-07,34,59.8,0.42,77.8,47.5,54.3,Low
17,Sarjapur Road,2024-08,31,55.2,1.13,77.9,52.1,44.2,Low
17,Sarjapur Road,2024-09,29,49,1.2,81.8,55.6,55.2,Low
17,Sarjapur Road,2024-10,31,53.1,0.71,77.3,53.9,51,Low
17,Sarjapur Road,2024-11,32,54.7,0.99,78.6,68.4,51.8,Low
17,Sarjapur Road,2024-12,29,53.1,0.99,80.5,52.3,52.8,Low
18,Basavanagudi,2022-01,26,44.3,0.67,82.9,58.9,34.7,Low
18,Basavanagudi,2022-02,21,40,0.55,86.3,46.6,33,Low
18,Basavanagudi,2022-03,28,53,1.23,83.4,50.9,34.8,Low
18,Basavanagudi,2022-04,32,55.5,1.6,79.4,49.8,28.1,Low
18,Basavanagudi,2022-05,19,36.4,0.99,83.2,42.2,33.8,Low
18,Basavanagudi,2022-06,27,47.6,0.92,81,51.3,35.6,Low
18,Basavanagudi,2022-07,28,52.8,0.63,81.5,51.5,30.8,Low
18,Basavanagudi,2022-08,18,39,0.29,86.4,44.1,31,Low
18,Basavanagudi,2022-09,24,44.8,0.4,85.3,43.5,33.9,Low
18,Basavanagudi,2022-10,28,49.9,1.14,79.7,57.6,33.4,Low
18,Basavanagudi,2022-11,22,38.8,0.83,82.7,45.5,33.6,Low
18,Basavanagudi,2022-12,22,38.4,0.81,83.1,46.4,34.2,Low
18,Basavanagudi,2023-01,29,47.9,0.84,83,60.6,37.1,Low
18,Basavanagudi,2023-02,29,49.9,1.02,83.5,53.7,35.4,Low
18,Basavanagudi,2023-03,32,53.2,1.5,81,56.4,33.8,Low
18,Basavanagudi,2023-04,29,48.2,1.37,78.4,56.4,34.7,Low
18,Basavanagudi,2023-05,29,52.4,1.07,80.9,55.1,38.8,Low
18,Basavanagudi,2023-06,27,46.3,1.08,79.5,58.8,33.8,Low
18,Basavanagudi,2023-07,21,40.5,1.03,85.9,53.2,30.2,Low
18,Basavanagudi,2023-08,23,42.3,0.57,84.8,51.6,37.8,Low
18,Basavanagudi,2023-09,22,41.3,0.98,82,53,37.2,Low
18,Basavanagudi,2023-10,24,45,0.84,81.4,44.6,31.4,Low
18,Basavanagudi,2023-11,27,48.8,0.91,75.9,57.7,28.3,Low
18,Basavanagudi,2023-12,22,42,0.9,81.5,50.2,36.3,Low
18,Basavanagudi,2024-01,25,44.1,0.64,84.5,47.7,34.2,Low
18,Basavanagudi,2024-02,25,44.1,1.51,81.5,43.8,35.6,Low
18,Basavanagudi,2024-03,26,46.5,1.45,84.1,47.3,30.1,Low
18,Basavanagudi,2024-04,28,51.5,1.35,82,45,32.3,Low
18,Basavanagudi,2024-05,33,59.1,1.06,79.6,60.5,29.5,Low
18,Basavanagudi,2024-06,21,42.8,1.16,85.6,49.9,36.9,Low
18,Basavanagudi,2024-07,20,38.1,0.64,85.3,51.3,31.6,Low
18,Basavanagudi,2024-08,29,53.4,1.26,74.7,51.3,33.6,Low
18,Basavanagudi,2024-09,25,50.6,1.18,82.1,46.8,30.2,Low
18,Basavanagudi,2024-10,22,44.9,0.53,81.7,47.8,37.4,Low
18,Basavanagudi,2024-11,25,45.9,0.44,80.9,49,34.1,Low
18,Basavanagudi,2024-12,25,47.1,1.12,81.8,53.3,33.2,Low
19,Vijayanagar,2022-01,33,57.8,1.23,76.3,59.6,32.5,Low
19,Vijayanagar,2022-02,36,58.8,1.35,75.1,53.6,34.1,Low
19,Vijayanagar,2022-03,40,62.5,1.03,75.4,64.6,37.2,Low
19,Vijayanagar,2022-04,47,72.1,1.34,72.1,74.1,35,Medium
19,Vijayanagar,2022-05,45,67.2,1.4,72.3,67.4,34.8,Medium
19,Vijayanagar,2022-06,38,62.6,1.32,74.6,52.1,39.8,Low
19,Vijayanagar,2022-07,43,69.9,1.2,71.9,60.4,38.9,Medium
19,Vijayanagar,2022-08,34,59.9,1.03,75.8,55.8,39.7,Low
19,Vijayanagar,2022-09,35,56.8,0.93,76.3,66.3,37.4,Low
19,Vijayanagar,2022-10,34,57,1.18,80.8,56.6,40.4,Low
19,Vijayanagar,2022-11,35,61.5,0.91,74.9,53.1,36.9,Low
19,Vijayanagar,2022-12,37,62.1,1.3,76.5,61.2,36.3,Low
19,Vijayanagar,2023-01,31,57,1.26,78.1,57.7,37.3,Low
19,Vijayanagar,2023-02,37,61.4,1.51,74.4,65.8,38.8,Low
19,Vijayanagar,2023-03,48,72.4,1.94,71.5,73,36.6,Medium
19,Vijayanagar,2023-04,43,68.4,1.75,73.4,58.8,32.7,Medium
19,Vijayanagar,2023-05,42,63.6,1.5,72.8,60.1,36.1,Medium
19,Vijayanagar,2023-06,41,65.4,1.41,72.6,55.8,37.2,Low
19,Vijayanagar,2023-07,37,59.1,1.34,74.7,62.5,38.8,Low
19,Vijayanagar,2023-08,36,57,1,77.4,62.5,33.9,Low
19,Vijayanagar,2023-09,33,58.3,1.27,75.6,59.2,32.1,Low
19,Vijayanagar,2023-10,36,60.3,1.28,76.1,46.8,38.1,Low
19,Vijayanagar,2023-11,29,54.1,1.42,81.8,62.7,42.9,Low
19,Vijayanagar,2023-12,43,65.1,1.26,70.4,64,36.6,Medium
19,Vijayanagar,2024-01,36,63.5,1.45,75.1,63.6,36.5,Low
19,Vijayanagar,2024-02,32,54.8,1.62,75.9,59.5,33.9,Low
19,Vijayanagar,2024-03,42,67,1.35,74.4,63.7,42.9,Low
19,Vijayanagar,2024-04,42,65.8,1.26,68.5,61.5,38.9,Medium
19,Vijayanagar,2024-05,47,73.5,1.36,73.1,69.8,39.5,Medium
19,Vijayanagar,2024-06,38,59.6,0.81,77.3,63.7,40.6,Low
19,Vijayanagar,2024-07,34,60,0.92,77.5,68.1,34.6,Low
19,Vijayanagar,2024-08,43,68.2,1.04,76.4,64.9,41.5,Low
19,Vijayanagar,2024-09,35,57.2,1.06,72.9,64.1,37.7,Low
19,Vijayanagar,2024-10,37,55.2,1.06,72.4,55.9,36.7,Low
19,Vijayanagar,2024-11,32,52.6,1.34,76.7,49.4,41,Low
19,Vijayanagar,2024-12,40,61.3,1.28,73.3,59.1,38.8,Low
20,Kengeri,2022-01,19,41.4,0.73,89,47.2,45.7,Low
20,Kengeri,2022-02,19,40.5,0.59,82.4,53.8,46.1,Low
20,Kengeri,2022-03,25,52.6,1.23,83.2,47.9,49.2,Low
20,Kengeri,2022-04,25,50.1,0.97,80.4,50.6,45,Low
20,Kengeri,2022-05,28,48.7,1.69,78.3,56.2,49.1,Low
20,Kengeri,2022-06,20,39.7,0.31,84.6,47.6,46.5,Low
20,Kengeri,2022-07,19,44.2,0.96,86.7,62,51.2,Low
20,Kengeri,2022-08,19,39.6,0.92,84.7,42.3,48.1,Low
20,Kengeri,2022-09,20,39.8,1.09,85.3,48.4,52.1,Low
20,Kengeri,2022-10,18,38.7,0.92,84.6,56.2,46,Low
20,Kengeri,2022-11,15,34.3,0.74,90.8,47.7,55.1,Low
20,Kengeri,2022-12,19,44.3,0.17,88.3,50.4,50.8,Low
20,Kengeri,2023-01,21,44.3,0.91,86.1,54.2,45.7,Low
20,Kengeri,2023-02,26,52.9,0.69,80.9,57.4,47.1,Low
20,Kengeri,2023-03,21,41,1.34,82.1,44.5,45,Low
20,Kengeri,2023-04,27,50.7,1.18,79.6,53.1,45.4,Low
20,Kengeri,2023-05,28,52,1.02,77.7,54.3,46.6,Low
20,Kengeri,2023-06,23,49.1,1.23,83.7,49.6,51.7,Low
20,Kengeri,2023-07,19,35.9,0.51,83.5,48.2,53.3,Low
20,Kengeri,2023-08,14,32,0.85,86.6,36.5,55.8,Low
20,Kengeri,2023-09,15,31.4,1.02,88.5,43.3,47.4,Low
20,Kengeri,2023-10,23,46.7,0.64,83,57.2,48.4,Low
20,Kengeri,2023-11,23,44.4,0.77,87.8,53.4,47.1,Low
20,Kengeri,2023-12,19,44.2,0.66,88.8,53.8,52.8,Low
20,Kengeri,2024-01,22,45.9,0.58,82,56,49.4,Low
20,Kengeri,2024-02,13,33.4,0.93,85.1,41.6,52.8,Low
20,Kengeri,2024-03,32,52.3,1.61,75.1,47.8,52.1,Low
20,Kengeri,2024-04,26,50.9,1.09,83.6,43.8,52.3,Low
20,Kengeri,2024-05,26,47.5,1.1,83.7,48.9,48.7,Low
20,Kengeri,2024-06,19,42.2,1.14,85.2,49.6,43.2,Low
20,Kengeri,2024-07,15,38,0.25,88,42.4,49,Low
20,Kengeri,2024-08,24,46,0.59,84.2,56.9,50.5,Low
20,Kengeri,2024-09,20,42.7,0.87,86.1,45.8,45.5,Low
20,Kengeri,2024-10,32,52.2,0.71,74.2,56.5,55,Low
20,Kengeri,2024-11,18,38.9,0.83,88.4,48.8,49,Low
20,Kengeri,2024-12,11,27.5,0.75,91.1,35,46.6,Low
21,JP Nagar,2022-01,45,67.6,1.18,73.9,68.3,27.1,Medium
21,JP Nagar,2022-02,43,64.8,1.14,73.2,61.8,27.7,Medium
21,JP Nagar,2022-03,39,64.3,1.35,75.9,65.9,34.6,Low
21,JP Nagar,2022-04,51,74.5,1.89,65.7,69.7,26,Medium
21,JP Nagar,2022-05,40,65.2,0.84,78,68.1,31.4,Low
21,JP Nagar,2022-06,44,69.3,1.26,71.9,67.6,29,Medium
21,JP Nagar,2022-07,38,57.3,1.66,77.2,59.9,26.2,Low
21,JP Nagar,2022-08,37,62.1,0.59,77.3,63.3,23.6,Low
21,JP Nagar,2022-09,34,60.1,0.73,75.8,57.6,29.5,Low
21,JP Nagar,2022-10,35,60.4,0.84,75.1,53.1,27.8,Low
21,JP Nagar,2022-11,47,72.3,1.12,69.4,62.1,27.6,Medium
21,JP Nagar,2022-12,41,66.4,1.29,72,75.2,28.2,Medium
21,JP Nagar,2023-01,41,65.3,1.05,72.4,78.2,26.9,Low
21,JP Nagar,2023-02,35,54.5,1.4,76.4,58,24.7,Low
21,JP Nagar,2023-03,46,69.2,1.14,73.4,61.3,29.3,Medium
21,JP Nagar,2023-04,42,66.7,1.53,77,61.8,30.4,Medium
21,JP Nagar,2023-05,45,69.6,1.64,69.7,80.7,30.8,Medium
