ward_id,ward_name,month,traffic_congestion_index,avg_speed_kmph,peak_delay_min,vehicle_density_per_km,accident_rate_per_10k,public_transport_score,stress_level
12,Malleshwaram,2022-09,63,29.4,53,146,2.15,67.3,Medium
12,Malleshwaram,2022-10,61,27.5,40,208,1.98,82.5,Medium
12,Malleshwaram,2022-11,96,12.5,72,411,4.01,45.8,High
12,Malleshwaram,2022-12,63,30,47,279,2.97,74.5,Medium
12,Malleshwaram,2023-01,67,21.4,55,212,2.52,71.8,Medium
12,Malleshwaram,2023-02,57,28,44,190,2.6,74.4,Medium
12,Malleshwaram,2023-03,67,20.1,50,286,2.71,74.4,Medium
12,Malleshwaram,2023-04,78,16.1,61,325,3.23,64.3,High
12,Malleshwaram,2023-05,68,19.5,58,153,2.85,62.1,Medium
12,Malleshwaram,2023-06,82,16.7,61,290,3.22,66.2,High
12,Malleshwaram,2023-07,88,19.3,67,306,2.75,47.8,High
12,Malleshwaram,2023-08,95,13.1,67,389,3.66,50.1,High
12,Malleshwaram,2023-09,48,31.9,42,86,1.79,75.8,Medium
12,Malleshwaram,2023-10,91,14.2,68,366,4.16,45.7,High
12,Malleshwaram,2023-11,76,22.2,57,379,3.19,72.1,High
12,Malleshwaram,2023-12,65,23.4,51,211,2.57,62.4,Medium
12,Malleshwaram,2024-01,23,44.5,29,50,0.75,100,Low
12,Malleshwaram,2024-02,42,36.7,39,68,1.5,86.8,Medium
12,Malleshwaram,2024-03,88,12.5,62,405,3.44,50.3,High
12,Malleshwaram,2024-04,67,30.3,60,164,3.06,65.2,Medium
12,Malleshwaram,2024-05,93,11.7,68,451,3.72,55.3,High
12,Malleshwaram,2024-06,58,27.9,46,109,1.79,75.2,Medium
12,Malleshwaram,2024-07,74,24.7,56,280,2.72,68.7,High
12,Malleshwaram,2024-08,72,19.8,56,212,2.93,61.1,High
12,Malleshwaram,2024-09,87,14.5,65,333,3.52,60.9,High
12,Malleshwaram,2024-10,100,11,78,404,4.98,48.9,High
12,Malleshwaram,2024-11,81,16.7,61,379,1.92,59.1,High
12,Malleshwaram,2024-12,39,38.4,29,140,1.72,91.2,Low
13,Koramangala,2022-01,30,43,21,745,1.52,41.9,Low
13,Koramangala,2022-02,37,36.5,17,790,0.88,45.6,Low
13,Koramangala,2022-03,43,30.5,24,832,0.84,41,Low
13,Koramangala,2022-04,39,33.7,21,816,1.43,43.3,Low
13,Koramangala,2022-05,38,33.3,23,841,0.71,45.7,Low
13,Koramangala,2022-06,37,29.5,34,862,1.85,41,Low
13,Koramangala,2022-07,45,29.2,32,900,1.28,38.6,Low
13,Koramangala,2022-08,39,33.5,28,864,1,44,Low
13,Koramangala,2022-09,40,35,29,750,1.25,44.5,Low
13,Koramangala,2022-10,31,39.5,23,743,0.48,45.5,Low
13,Koramangala,2022-11,29,38.9,21,723,1.03,40.8,Low
13,Koramangala,2022-12,39,31.2,20,840,0.96,40.5,Low
13,Koramangala,2023-01,31,41.2,18,724,1.1,40.9,Low
13,Koramangala,2023-02,38,37.1,26,808,0.77,43.9,Low
13,Koramangala,2023-03,32,38.2,22,723,0.8,45,Low
13,Koramangala,2023-04,36,38.3,22,817,1.26,41.4,Low
13,Koramangala,2023-05,37,34.2,20,821,0.88,45.1,Low
13,Koramangala,2023-06,49,25.6,38,897,1.81,39.8,Medium
13,Koramangala,2023-07,47,32.6,32,822,1.55,39,Low
13,Koramangala,2023-08,42,32.8,32,772,0.68,43.2,Low
13,Koramangala,2023-09,41,32.1,27,860,0.76,39,Low
13,Koramangala,2023-10,41,34.9,25,898,1.01,40.4,Low
13,Koramangala,2023-11,35,34.7,23,689,1.25,39.2,Low
13,Koramangala,2023-12,30,39.1,23,677,1.15,43.8,Low
13,Koramangala,2024-01,29,40.6,17,765,0.93,39.6,Low
13,Koramangala,2024-02,39,33.7,26,841,1.66,45,Low
13,Koramangala,2024-03,35,38.6,17,812,1,41.8,Low
13,Koramangala,2024-04,34,35.7,28,809,2.26,45.8,Low
13,Koramangala,2024-05,35,34.5,20,766,1.4,42.3,Low
13,Koramangala,2024-06,42,33.2,33,817,1.4,46.4,Low
13,Koramangala,2024-07,40,35,31,841,0.96,38.9,Low
13,Koramangala,2024-08,41,34.2,32,843,1.25,41.8,Low
13,Koramangala,2024-09,44,31.5,30,870,1.87,38.4,Low
13,Koramangala,2024-10,39,34.3,21,846,1.03,43.6,Low
13,Koramangala,2024-11,35,35.6,18,794,1.21,45.3,Low
13,Koramangala,2024-12,34,37.5,21,748,1.58,41.8,Low
14,HSR Layout,2022-01,26,41,19,506,1.04,72.4,Low
14,HSR Layout,2022-02,24,42.5,15,524,0.92,73.3,Low
14,HSR Layout,2022-03,21,41.8,18,460,0.17,76.8,Low
14,HSR Layout,2022-04,28,41.9,20,520,0.67,70.2,Low
14,HSR Layout,2022-05,27,40.8,19,557,0.94,74.6,Low
14,HSR Layout,2022-06,30,42,25,552,1.06,74.3,Low
14,HSR Layout,2022-07,32,35.8,26,535,1.62,68.9,Low
14,HSR Layout,2022-08,38,34.9,32,590,1.17,71.7,Low
14,HSR Layout,2022-09,34,36.6,25,602,0.63,70.4,Low
14,HSR Layout,2022-10,18,44.3,14,414,0.54,72.1,Low
14,HSR Layout,2022-11,20,44.4,9,470,0.6,74.7,Low
14,HSR Layout,2022-12,28,37.4,19,549,0.65,74.6,Low
14,HSR Layout,2023-01,27,43.9,13,471,1.16,71,Low
14,HSR Layout,2023-02,25,39.6,16,474,0.51,77.9,Low
14,HSR Layout,2023-03,24,39.2,20,541,1.08,74.9,Low
14,HSR Layout,2023-04,28,41,15,565,1.14,69.1,Low
14,HSR Layout,2023-05,25,42.5,17,519,0.88,74.1,Low
14,HSR Layout,2023-06,37,40.8,28,601,1.21,72.1,Low
14,HSR Layout,2023-07,27,40.9,28,503,0.84,75.2,Low
14,HSR Layout,2023-08,29,39,22,579,0.66,73.1,Low
14,HSR Layout,2023-09,34,37.4,28,661,1.39,67.4,Low
14,HSR Layout,2023-10,26,39,15,530,0.33,74.5,Low
14,HSR Layout,2023-11,24,40.3,13,501,0.57,68.4,Low
14,HSR Layout,2023-12,19,47.2,7,489,0,72.4,Low
14,HSR Layout,2024-01,24,39.1,13,460,1.22,69,Low
14,HSR Layout,2024-02,25,45.1,17,471,0.97,70,Low
14,HSR Layout,2024-03,26,44.3,21,485,0.83,72.9,Low
14,HSR Layout,2024-04,25,41.1,22,511,1.14,72,Low
14,HSR Layout,2024-05,28,42.2,21,484,1.45,72.6,Low
14,HSR Layout,2024-06,37,36.1,32,617,0.79,69.8,Low
14,HSR Layout,2024-07,36,34.8,32,619,0.9,71.8,Low
14,HSR Layout,2024-08,34,37.7,26,577,1.18,71.3,Low
14,HSR Layout,2024-09,34,38.7,23,541,1.63,66.5,Low
14,HSR Layout,2024-10,25,44.2,16,549,0.67,72.8,Low
14,HSR Layout,2024-11,23,39.1,11,533,0.9,73.9,Low
14,HSR Layout,2024-12,21,48.5,16,474,0.85,71.2,Low
15,Marathahalli,2022-01,41,33.4,26,792,1.34,49,Low
15,Marathahalli,2022-02,45,31.6,25,822,0.97,48.4,Low
15,Marathahalli,2022-03,37,32,17,680,1.11,47.9,Low
15,Marathahalli,2022-04,45,29.1,25,847,0.92,47.7,Low
15,Marathahalli,2022-05,38,30.8,20,705,0.81,49.8,Low
15,Marathahalli,2022-06,48,31.9,35,900,1.15,49.7,Low
15,Marathahalli,2022-07,49,28,34,863,1.38,42.9,Medium
15,Marathahalli,2022-08,52,27.8,34,900,1.68,47.4,Medium
15,Marathahalli,2022-09,51,33.7,35,900,0.82,48.3,Medium
15,Marathahalli,2022-10,38,34.4,24,827,1.2,52.1,Low
15,Marathahalli,2022-11,38,31.8,19,824,1.27,51.2,Low
15,Marathahalli,2022-12,37,37.2,24,761,1.47,48.3,Low
15,Marathahalli,2023-01,40,34.2,22,811,0.94,47.6,Low
15,Marathahalli,2023-02,41,34.5,26,835,1.59,47.2,Low
15,Marathahalli,2023-03,35,36.7,20,700,0.73,54.3,Low
15,Marathahalli,2023-04,36,36,23,767,1.26,47.1,Low
15,Marathahalli,2023-05,40,36.2,30,859,1.11,46.3,Low
15,Marathahalli,2023-06,38,35.9,29,832,0.9,54.6,Low
15,Marathahalli,2023-07,53,28.6,38,899,1.39,48.3,Medium
15,Marathahalli,2023-08,47,29.1,41,852,1.51,43.8,Medium
15,Marathahalli,2023-09,49,29.1,35,839,1.41,46.8,Medium
15,Marathahalli,2023-10,38,37.3,25,810,0.75,49.5,Low
15,Marathahalli,2023-11,39,32.5,20,772,1.39,49.4,Low
15,Marathahalli,2023-12,39,33.3,29,800,1.59,48.1,Low
15,Marathahalli,2024-01,38,35.2,26,738,0.87,49.6,Low
15,Marathahalli,2024-02,38,33.3,24,728,1.14,49.3,Low
15,Marathahalli,2024-03,38,32.6,21,762,1.77,47.2,Low
15,Marathahalli,2024-04,41,34,28,845,1.29,49.5,Low
15,Marathahalli,2024-05,39,31.2,24,845,1.31,47.2,Low
15,Marathahalli,2024-06,55,25.5,38,900,1.11,46.7,Medium
15,Marathahalli,2024-07,47,31.2,37,853,1,49.3,Low
15,Marathahalli,2024-08,51,24.9,34,879,1.57,45.7,Medium
15,Marathahalli,2024-09,51,27.1,39,866,1.41,43.6,Medium
15,Marathahalli,2024-10,41,30.9,26,806,2.09,46.6,Low
15,Marathahalli,2024-11,35,35.1,23,754,0.78,46.1,Low
15,Marathahalli,2024-12,54,27.8,34,866,1.8,40.4,Medium
16,Bellandur,2022-01,45,31.6,31,900,0.97,41.3,Low
16,Bellandur,2022-02,40,29.9,21,869,1.47,45.8,Low
16,Bellandur,2022-03,41,33.1,24,837,1.65,38,Low
16,Bellandur,2022-04,43,32.5,26,900,1.4,42.2,Low
16,Bellandur,2022-05,46,29.4,29,900,1.97,40.6,Low
16,Bellandur,2022-06,47,29.3,38,900,1.3,40.3,Medium
16,Bellandur,2022-07,55,25.9,35,900,1.82,41.7,Medium
16,Bellandur,2022-08,58,23.7,41,900,1.21,38.1,Medium
16,Bellandur,2022-09,55,27.3,37,900,1.21,40.2,Medium
16,Bellandur,2022-10,44,36.6,31,854,1.8,38.3,Low
16,Bellandur,2022-11,49,25.8,25,900,1.37,39.9,Medium
16,Bellandur,2022-12,47,27.7,23,900,2.03,41.9,Low
16,Bellandur,2023-01,43,36,26,830,1.14,41.3,Low
16,Bellandur,2023-02,39,33.4,22,817,1.06,43.3,Low
16,Bellandur,2023-03,46,28.9,29,900,1.53,41.7,Low
16,Bellandur,2023-04,48,29.6,27,838,1.43,40.8,Low
16,Bellandur,2023-05,39,37.4,22,838,1.54,41.5,Low
16,Bellandur,2023-06,55,25.8,35,900,1.57,37.1,Medium
16,Bellandur,2023-07,54,29.8,40,900,1.86,43.7,Medium
16,Bellandur,2023-08,56,24,37,900,1.15,42.3,Medium
16,Bellandur,2023-09,55,26.4,35,900,1.14,40.3,Medium
16,Bellandur,2023-10,47,29.2,26,900,1.43,42.7,Low
16,Bellandur,2023-11,45,31.9,25,899,1.36,40.7,Low
16,Bellandur,2023-12,43,33.2,21,878,0.95,42.7,Low
16,Bellandur,2024-01,40,34,26,866,1.97,41.5,Low
16,Bellandur,2024-02,46,29.1,27,900,0.97,40.3,Low
16,Bellandur,2024-03,46,34.9,30,900,1.21,40.2,Low
16,Bellandur,2024-04,39,36.4,21,896,1.2,44.9,Low
16,Bellandur,2024-05,41,33.4,22,851,1.36,41,Low
16,Bellandur,2024-06,51,29.8,37,900,1.16,41.5,Medium
16,Bellandur,2024-07,57,22.9,36,900,1.38,40.3,Medium
16,Bellandur,2024-08,48,29,36,887,1.77,37.9,Medium
16,Bellandur,2024-09,52,27,40,900,1.64,39.2,Medium
16,Bellandur,2024-10,48,25.6,34,900,2.3,40.6,Medium
16,Bellandur,2024-11,39,32.4,23,879,1.65,37.3,Low
16,Bellandur,2024-12,42,35.5,23,836,1.06,41,Low
17,Sarjapur Road,2022-01,20,43,12,532,0.89,74.4,Low
17,Sarjapur Road,2022-02,14,49.7,9,456,0.49,75.9,Low
17,Sarjapur Road,2022-03,24,42.1,12,502,0.41,74,Low
17,Sarjapur Road,2022-04,22,46.3,13,515,0.22,73.9,Low
17,Sarjapur Road,2022-05,23,43.6,15,565,0.99,70,Low
17,Sarjapur Road,2022-06,37,34.3,32,696,1.1,63.3,Low
17,Sarjapur Road,2022-07,30,37,27,540,1.38,73.1,Low
17,Sarjapur Road,2022-08,30,35.8,27,567,1.24,72.5,Low
17,Sarjapur Road,2022-09,33,41.2,24,652,1.17,65.8,Low
17,Sarjapur Road,2022-10,18,47.7,13,493,1.16,73.7,Low
17,Sarjapur Road,2022-11,20,41.2,16,492,0.74,75.2,Low
17,Sarjapur Road,2022-12,12,51.2,6,397,0.6,75.7,Low
17,Sarjapur Road,2023-01,21,47.8,17,458,0.37,72.1,Low
17,Sarjapur Road,2023-02,24,40.9,15,545,0.57,72.5,Low
17,Sarjapur Road,2023-03,22,45.5,17,487,1.51,70.8,Low
17,Sarjapur Road,2023-04,21,45.2,17,459,0.08,78.3,Low
17,Sarjapur Road,2023-05,24,36.5,15,534,1.33,74.7,Low
17,Sarjapur Road,2023-06,24,44,20,483,0.83,73.8,Low
17,Sarjapur Road,2023-07,30,37.5,24,658,1.5,70.6,Low
17,Sarjapur Road,2023-08,25,40.3,23,523,1.02,70.5,Low
17,Sarjapur Road,2023-09,30,41.6,26,670,1.01,68.1,Low
17,Sarjapur Road,2023-10,20,44.7,15,514,0.9,73.2,Low
17,Sarjapur Road,2023-11,27,41.2,23,569,1.36,70.5,Low
17,Sarjapur Road,2023-12,17,50.7,9,451,0.03,74.4,Low
17,Sarjapur Road,2024-01,16,48.7,10,461,0.98,72.5,Low
17,Sarjapur Road,2024-02,20,45.6,12,483,0.82,75,Low
17,Sarjapur Road,2024-03,18,44.6,5,475,1.11,76.3,Low
17,Sarjapur Road,2024-04,18,47.2,15,473,0.39,75.4,Low
17,Sarjapur Road,2024-05,16,46.9,10,476,0.14,71.1,Low
17,Sarjapur Road,2024-06,31,37.6,23,603,1.17,68.4,Low
17,Sarjapur Road,2024-07,18,47.3,15,465,0.5,70.8,Low
17,Sarjapur Road,2024-08,30,39.9,25,642,0.9,71,Low
17,Sarjapur Road,2024-09,22,43.9,18,504,0.76,71.1,Low
17,Sarjapur Road,2024-10,20,44.6,13,495,0.56,73.3,Low
17,Sarjapur Road,2024-11,19,47.3,10,506,1.13,75,Low
17,Sarjapur Road,2024-12,19,49.8,11,513,1.03,71,Low
18,Basavanagudi,2022-01,29,40.4,17,566,1.91,72.1,Low
18,Basavanagudi,2022-02,27,38.4,14,486,0.75,68.8,Low
18,Basavanagudi,2022-03,21,44.9,19,492,0.3,74.8,Low
18,Basavanagudi,2022-04,24,41.7,11,501,0.64,71.3,Low
18,Basavanagudi,2022-05,27,41.1,18,566,0.9,71.5,Low
18,Basavanagudi,2022-06,37,39.1,29,672,1.5,64.4,Low
18,Basavanagudi,2022-07,32,39.7,22,588,0.87,68.5,Low
18,Basavanagudi,2022-08,35,36.5,22,603,0.6,66.5,Low
18,Basavanagudi,2022-09,33,37.3,32,654,0.21,69.6,Low
18,Basavanagudi,2022-10,20,49.2,13,446,0.8,74.3,Low
18,Basavanagudi,2022-11,24,38.1,16,567,0.95,70.2,Low
18,Basavanagudi,2022-12,28,40.3,15,593,1.39,66,Low
18,Basavanagudi,2023-01,25,44.4,14,503,0.63,70.6,Low
18,Basavanagudi,2023-02,19,49.7,17,501,0.23,73.9,Low
18,Basavanagudi,2023-03,26,38.7,20,603,0.5,63.6,Low
18,Basavanagudi,2023-04,20,45.3,14,463,0.79,72,Low
18,Basavanagudi,2023-05,22,42.7,15,526,0.85,67.5,Low
18,Basavanagudi,2023-06,27,39.5,25,543,0.68,68.2,Low
18,Basavanagudi,2023-07,33,36.7,28,629,0.84,69,Low
18,Basavanagudi,2023-08,30,38.1,20,600,1.03,74.4,Low
18,Basavanagudi,2023-09,31,39.4,25,592,0.5,70.3,Low
18,Basavanagudi,2023-10,30,35.5,21,603,0.6,68.6,Low
18,Basavanagudi,2023-11,17,46.8,11,436,0.88,71.2,Low
18,Basavanagudi,2023-12,28,43.1,12,547,1.04,71.8,Low
18,Basavanagudi,2024-01,18,43.1,13,484,1.2,66.1,Low
18,Basavanagudi,2024-02,24,42.5,13,520,0.65,73.1,Low
18,Basavanagudi,2024-03,15,49.9,11,398,0.15,69.5,Low
18,Basavanagudi,2024-04,13,47.4,9,414,1.08,70.5,Low
18,Basavanagudi,2024-05,20,44.7,12,448,1.02,72.2,Low
18,Basavanagudi,2024-06,32,38,26,601,1.22,71.8,Low
18,Basavanagudi,2024-07,34,36.2,25,622,1.21,72.4,Low
18,Basavanagudi,2024-08,26,43.1,26,586,1.11,70.4,Low
18,Basavanagudi,2024-09,35,33.5,27,673,0.4,66.6,Low
18,Basavanagudi,2024-10,30,38.2,19,583,0.67,68,Low
18,Basavanagudi,2024-11,23,45.4,14,484,0.4,76,Low
18,Basavanagudi,2024-12,29,35.6,18,590,0.8,67.5,Low
19,Vijayanagar,2022-01,19,43.6,19,427,0.82,63.9,Low
19,Vijayanagar,2022-02,15,43.6,8,417,0.55,60.1,Low
19,Vijayanagar,2022-03,28,42.3,20,556,0.42,64.5,Low
19,Vijayanagar,2022-04,21,45.5,14,447,0.31,65.8,Low
19,Vijayanagar,2022-05,24,43.3,17,522,0.67,64.8,Low
19,Vijayanagar,2022-06,31,39.7,23,565,0.59,62.6,Low
19,Vijayanagar,2022-07,32,40,27,545,0.59,56.6,Low
19,Vijayanagar,2022-08,24,42.1,23,474,0.97,61.6,Low
19,Vijayanagar,2022-09,33,38.7,29,555,0.83,62.6,Low
19,Vijayanagar,2022-10,22,44.8,13,555,1.2,64.2,Low
19,Vijayanagar,2022-11,18,49.4,10,481,0.78,64.4,Low
19,Vijayanagar,2022-12,18,46.1,11,407,0.76,64.3,Low
19,Vijayanagar,2023-01,20,42.2,12,474,1.22,60.4,Low
19,Vijayanagar,2023-02,29,40,16,590,0.76,58.1,Low
19,Vijayanagar,2023-03,24,42.2,20,493,0.89,64.8,Low
19,Vijayanagar,2023-04,20,43.9,17,473,1.47,65.4,Low
19,Vijayanagar,2023-05,19,47.3,9,517,0.53,63.6,Low
19,Vijayanagar,2023-06,27,40.9,21,509,0.31,57.6,Low
19,Vijayanagar,2023-07,22,41.2,21,441,0.59,65.1,Low
19,Vijayanagar,2023-08,36,35.2,32,611,1.03,59.8,Low
19,Vijayanagar,2023-09,31,37.9,20,544,1.35,66,Low
19,Vijayanagar,2023-10,19,46.4,14,439,0.14,66.9,Low
19,Vijayanagar,2023-11,14,47.1,9,414,0.1,66.9,Low
19,Vijayanagar,2023-12,29,39.6,15,592,0.84,67,Low
19,Vijayanagar,2024-01,26,43.9,20,469,1.15,59.6,Low
19,Vijayanagar,2024-02,18,44.2,10,445,0.27,63.6,Low
19,Vijayanagar,2024-03,19,46.9,14,440,0.66,64.6,Low
19,Vijayanagar,2024-04,18,48.1,19,416,0.51,68.7,Low
19,Vijayanagar,2024-05,21,47.2,14,502,0.76,62.3,Low
19,Vijayanagar,2024-06,26,46.1,24,547,1.41,62.4,Low
19,Vijayanagar,2024-07,23,42.4,19,508,0.84,59,Low
19,Vijayanagar,2024-08,28,42.7,22,596,0.5,64.6,Low
19,Vijayanagar,2024-09,27,38.4,22,566,1.12,63,Low
19,Vijayanagar,2024-10,29,42.5,17,568,0.8,61.6,Low
19,Vijayanagar,2024-11,20,44.4,12,456,0.98,63.5,Low
19,Vijayanagar,2024-12,17,45.4,13,367,0.25,67.7,Low
20,Kengeri,2022-01,23,43.1,20,497,0.9,78.5,Low
20,Kengeri,2022-02,26,42.9,17,587,0.7,77.4,Low
20,Kengeri,2022-03,20,42.5,12,447,0.51,81.9,Low
20,Kengeri,2022-04,29,40.1,22,509,0.68,75.6,Low
20,Kengeri,2022-05,27,39.6,19,533,0.41,74.2,Low
20,Kengeri,2022-06,41,32.7,29,630,1.48,71.9,Low
20,Kengeri,2022-07,39,38.9,33,589,0.17,72.1,Low
20,Kengeri,2022-08,30,39.3,26,572,0.26,77.7,Low
20,Kengeri,2022-09,31,38.9,22,544,0.88,74.7,Low
20,Kengeri,2022-10,20,45.1,9,418,0.93,80.8,Low
20,Kengeri,2022-11,31,35.8,19,558,0.86,75.4,Low
20,Kengeri,2022-12,21,44.7,14,496,0.81,82.1,Low
20,Kengeri,2023-01,27,41.5,13,562,0.85,77.7,Low
20,Kengeri,2023-02,27,44.3,11,608,1.01,78.2,Low
20,Kengeri,2023-03,27,44,12,609,0.92,73.6,Low
20,Kengeri,2023-04,28,39.8,21,514,1.3,76.8,Low
20,Kengeri,2023-05,22,44.1,14,436,1.46,72.8,Low
20,Kengeri,2023-06,38,36.5,26,648,1.25,73.7,Low
20,Kengeri,2023-07,33,42.1,24,593,2.14,71.4,Low
20,Kengeri,2023-08,29,44.2,24,514,1.25,79.8,Low
20,Kengeri,2023-09,27,40.9,22,529,0.66,78.1,Low
20,Kengeri,2023-10,29,36.2,14,547,1.07,76.1,Low
20,Kengeri,2023-11,28,39.1,17,582,0.73,79.1,Low
20,Kengeri,2023-12,19,42.8,5,452,0,76.8,Low
20,Kengeri,2024-01,29,39.2,21,573,0.41,73.7,Low
20,Kengeri,2024-02,31,39.7,14,530,1.02,69.9,Low
20,Kengeri,2024-03,21,44.1,13,451,0.83,79.8,Low
20,Kengeri,2024-04,29,39.9,19,514,1.15,76.7,Low
20,Kengeri,2024-05,26,42,17,581,0.63,79,Low
20,Kengeri,2024-06,37,36.5,25,576,0.82,76.8,Low
20,Kengeri,2024-07,40,34.3,32,722,1.1,72.2,Low
20,Kengeri,2024-08,38,37.3,33,662,0.77,72,Low
20,Kengeri,2024-09,29,39.6,20,566,1.79,74.2,Low
20,Kengeri,2024-10,32,38,19,597,2.05,74.8,Low
20,Kengeri,2024-11,26,42.7,19,523,0.37,76.9,Low
20,Kengeri,2024-12,27,40.1,16,502,0.96,78.1,Low
21,JP Nagar,2022-01,17,46.3,7,351,0.51,82.1,Low
21,JP Nagar,2022-02,17,47.7,10,294,0.38,78.4,Low
21,JP Nagar,2022-03,24,43,16,426,0.38,77.9,Low
21,JP Nagar,2022-04,21,42.6,13,398,1.08,82.4,Low
21,JP Nagar,2022-05,21,43.1,14,408,0.54,77.2,Low
21,JP Nagar,2022-06,32,42.1,31,517,1.13,83.9,Low
21,JP Nagar,2022-07,33,42,28,589,1.02,80.3,Low
21,JP Nagar,2022-08,33,36.4,25,508,1.55,76.4,Low
21,JP Nagar,2022-09,24,43.4,21,403,0.04,83.9,Low
21,JP Nagar,2022-10,26,45,20,511,1.3,75.4,Low
21,JP Nagar,2022-11,15,47.5,8,356,0.5,80,Low
21,JP Nagar,2022-12,19,42.7,10,285,0.88,78.9,Low
21,JP Nagar,2023-01,24,42.2,19,415,1.33,85.6,Low
21,JP Nagar,2023-02,17,47.3,12,408,0.52,82.6,Low
21,JP Nagar,2023-03,18,43.2,13,395,0.98,83.9,Low
21,JP Nagar,2023-04,11,52.8,7,283,0.53,81.4,Low
21,JP Nagar,2023-05,26,39.5,10,460,0.58,76.3,Low
21,JP Nagar,2023-06,33,36.2,21,523,1.7,77.5,Low
21,JP Nagar,2023-07,28,37.2,20,461,0.6,75,Low
21,JP Nagar,2023-08,28,40.6,25,523,0.06,82.6,Low
21,JP Nagar,2023-09,20,45.2,21,387,0.43,76.8,Low
21,JP Nagar,2023-10,19,45.8,15,513,1.15,82.3,Low
21,JP Nagar,2023-11,28,38.8,21,502,0,77.5,Low
21,JP Nagar,2023-12,25,39.7,20,411,0.47,78.2,Low
21,JP Nagar,2024-01,24,44.3,15,447,0.6,79.9,Low
21,JP Nagar,2024-02,24,41.2,13,406,0.15,76.8,Low
21,JP Nagar,2024-03,16,52.1,13,344,0.52,79.8,Low
21,JP Nagar,2024-04,25,41.5,18,436,0.99,80.8,Low
21,JP Nagar,2024-05,28,41.1,14,485,1.06,79.6,Low
21,JP Nagar,2024-06,41,35.7,31,651,1.17,77.1,Low
21,JP Nagar,2024-07,28,40.9,22,490,0.84,78.5,Low
21,JP Nagar,2024-08,25,39.6,20,411,0.51,76.5,Low
21,JP Nagar,2024-09,36,37,28,532,1.11,73.1,Low
21,JP Nagar,2024-10,20,43.5,17,425,0.55,78.3,Low
21,JP Nagar,2024-11,18,46.9,10,362,0,80.4,Low
21,JP Nagar,2024-12,19,42.1,11,338,1.11,81.1,Low
22,Ulsoor,2022-01,31,41.7,12,507,0.74,79.7,Low
22,Ulsoor,2022-02,31,38.7,20,501,1.41,78,Low
22,Ulsoor,2022-03,32,40.7,16,449,0.93,74.7,Low
22,Ulsoor,2022-04,33,38.4,18,542,0.21,75.2,Low
22,Ulsoor,2022-05,40,35.5,22,605,1.52,74.1,Low
22,Ulsoor,2022-06,37,36,30,546,0.89,78.2,Low
22,Ulsoor,2022-07,41,36.1,28,544,0.65,73.4,Low
22,Ulsoor,2022-08,41,30.6,35,614,1.47,78.4,Low
22,Ulsoor,2022-09,48,28.4,36,670,1.33,72.1,Low
22,Ulsoor,2022-10,33,39.4,23,494,0.9,76.7,Low
22,Ulsoor,2022-11,34,34.9,20,567,0.93,73.5,Low
22,Ulsoor,2022-12,34,34.3,23,488,1,78.4,Low
22,Ulsoor,2023-01,33,36.5,21,472,0.69,75.5,Low
22,Ulsoor,2023-02,33,38.3,16,483,0.39,72.6,Low
22,Ulsoor,2023-03,30,38.2,18,466,1.51,79.4,Low
22,Ulsoor,2023-04,28,40.2,18,532,1.21,74.6,Low
22,Ulsoor,2023-05,34,39.2,24,507,0.82,76.8,Low
22,Ulsoor,2023-06,34,35.1,29,521,0.75,76.1,Low
22,Ulsoor,2023-07,43,28.6,32,634,1.2,73.9,Low
22,Ulsoor,2023-08,39,38.2,26,571,1.69,73.4,Low
22,Ulsoor,2023-09,38,37.8,27,617,0.98,73,Low
22,Ulsoor,2023-10,34,37.9,20,559,1.44,76.3,Low
22,Ulsoor,2023-11,31,34.6,20,565,1.34,75.3,Low
22,Ulsoor,2023-12,34,39.9,24,538,0.54,77.3,Low
22,Ulsoor,2024-01,32,34.4,20,481,0.73,77.7,Low
22,Ulsoor,2024-02,36,33,20,552,1.51,78.2,Low
22,Ulsoor,2024-03,30,41.8,15,475,0.47,80.7,Low
22,Ulsoor,2024-04,30,36.9,16,538,1.5,76.7,Low
22,Ulsoor,2024-05,32,38,23,430,1.28,77.9,Low
22,Ulsoor,2024-06,35,37.9,26,543,1.16,75.5,Low
22,Ulsoor,2024-07,37,34.1,34,626,1.06,71,Low
22,Ulsoor,2024-08,40,32.7,31,631,1.42,74.6,Low
22,Ulsoor,2024-09,41,33.8,31,610,1.25,73.8,Low
22,Ulsoor,2024-10,35,32.7,20,559,0.37,77.6,Low
22,Ulsoor,2024-11,35,39.3,26,541,0.93,77.9,Low
22,Ulsoor,2024-12,33,39.1,17,530,0.84,79.4,Low
23,RT Nagar,2022-01,36,37.5,24,639,1.75,71.2,Low
23,RT Nagar,2022-02,28,42.9,21,517,0.56,77.9,Low
23,RT Nagar,2022-03,33,37,19,490,1.05,76.9,Low
23,RT Nagar,2022-04,27,40.7,14,497,1.01,73,Low
23,RT Nagar,2022-05,32,38.4,20,497,1.5,74,Low
23,RT Nagar,2022-06,43,29.1,29,538,1.39,68.2,Low
23,RT Nagar,2022-07,41,34,34,646,1.54,70.4,Low
23,RT Nagar,2022-08,39,37.4,29,641,1.48,68.4,Low
23,RT Nagar,2022-09,44,28.9,33,681,1.18,68.7,Low
23,RT Nagar,2022-10,26,41.7,15,448,0.79,69.6,Low
23,RT Nagar,2022-11,28,43,19,476,1,69.3,Low
23,RT Nagar,2022-12,31,34.4,16,485,1.13,67.9,Low
